audio_path,emotion_id,pn,round,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,zero_crossing_rate,rmse,pitch,mean_pressure,max_pressure,pressure_variance,center_of_pressure_x,center_of_pressure_y,pressure_gradient,median_force,iqr_force,touch_duration,contact_area,min_force,rate_of_pressure_change,pressure_std,num_touches,max_touch_duration,min_touch_duration,mean_duration,arousal_class,valence_class,quadrant
D:/Data_collection_results\17\wav_clip\_Attention_Round_1.wav,1,17,1,-570.1626586914062,60.171539306640625,21.68354606628418,19.195568084716797,9.818070411682129,13.878632545471191,10.23900032043457,12.851818084716797,4.069833755493164,9.296170234680176,3.707069158554077,8.698453903198242,1.7558910846710205,7028.154411553539,6557.097787860919,0.1212370622462297,0.0010965883266180754,4.669801235198975,0.0296,103.03030303030303,41.3436074951082,213.57135373009223,13.435247275775358,1.086608947105365,0.0,0.0,450.0,333.0,0.0,0.7779172572045623,6.429899493390873,13.0,4.0,2.0,3.0,0,0,0
D:/Data_collection_results\17\wav_clip\_Attention_Round_2.wav,1,17,2,-561.0667724609375,63.45868682861328,23.399368286132812,19.82748031616211,9.731612205505371,14.449295043945312,11.382043838500977,13.972437858581543,2.635680913925171,9.223905563354492,4.085853576660156,8.750547409057617,-0.32526037096977234,6831.973301513402,6534.710949325792,0.11770050435126582,0.001336052082479,4.494840621948242,0.03111111111111111,105.45454545454545,40.05957756074777,254.0883194142546,10.239331884223771,1.1173993781001248,0.0,0.0,450.0,350.0,0.0,0.7984342309509349,6.329263587554856,17.0,8.0,1.0,3.0588235294117645,0,0,0
D:/Data_collection_results\17\wav_clip\_Attention_Round_3.wav,1,17,3,-567.0485229492188,60.59137725830078,22.898157119750977,20.10590362548828,10.439414978027344,13.523938179016113,10.154430389404297,12.770188331604004,2.934621810913086,9.110678672790527,3.4624595642089844,8.92619800567627,1.152535319328308,7094.9295955981715,6553.76804220427,0.13254853357018562,0.0011009890586137772,5.346174716949463,0.032,110.30303030303031,42.62412062696551,265.1145383951682,10.575172562553927,1.1542596579156372,0.0,0.0,450.0,360.0,0.0,0.8850374569750963,6.528715082385316,18.0,4.0,1.0,2.611111111111111,0,0,0
D:/Data_collection_results\17\wav_clip\_Calmimg_Round_1.wav,2,17,1,-568.4651489257812,60.48965835571289,22.700010299682617,19.69200897216797,10.338112831115723,14.154825210571289,10.77571964263916,13.569623947143555,2.9565327167510986,8.665742874145508,2.957298517227173,8.499553680419922,0.7178590297698975,7024.488743677299,6562.181473333065,0.13858350855568446,0.0010156298521906137,4.691802978515625,0.05742222222222222,67.87878787878788,15.592907499234775,243.26595110316043,17.239355992844366,0.5722783975098633,0.0,0.0,450.0,646.0,0.0,0.2395086724708105,3.9487855727090038,6.0,55.0,1.0,20.0,-1,1,4
D:/Data_collection_results\17\wav_clip\_Calmimg_Round_2.wav,2,17,2,-565.0526733398438,54.51610565185547,21.148494720458984,17.54191780090332,9.22624683380127,12.832756042480469,10.623865127563477,15.242715835571289,0.9240680932998657,9.69621467590332,3.2164053916931152,9.747154235839844,-1.085888385772705,7579.602470087483,6556.947289822636,0.17684617894431554,0.0010537959169596434,7.292215824127197,0.11164444444444445,98.18181818181819,97.52168596383589,197.74452749599573,14.694073678590497,1.9895838491372793,0.0,0.0,450.0,1256.0,0.0,0.8016737531214146,9.8753068794765,8.0,62.0,1.0,22.125,-1,1,4
D:/Data_collection_results\17\wav_clip\_Calmimg_Round_3.wav,2,17,3,-573.0272827148438,58.4279670715332,19.420501708984375,19.66762351989746,10.451058387756348,13.784834861755371,10.793638229370117,14.052387237548828,4.049418926239014,9.828317642211914,4.5121049880981445,8.78923225402832,1.17698335647583,7148.3876958856545,6554.173392686501,0.14720263558584687,0.0008223112672567368,7.509692668914795,0.12782222222222223,99.39393939393939,103.53228259320477,280.39846868422956,15.812758545612887,1.8156656818120327,0.0,0.0,450.0,1438.0,0.0,0.5459674697982048,10.175081453885506,3.0,90.0,41.0,61.333333333333336,-1,1,4
D:/Data_collection_results\17\wav_clip\_Comfort_Round_1.wav,3,17,1,-558.5020141601562,54.446083068847656,23.334360122680664,17.212379455566406,9.3414888381958,11.8428316116333,11.194618225097656,16.015609741210938,-0.8400100469589233,9.388937950134277,3.1465768814086914,9.122475624084473,-2.147740125656128,7689.620594947933,6539.994068570541,0.1962601734701276,0.0010957069462165236,8.52220344543457,0.18533333333333332,67.87878787878788,53.73900811028354,232.04637631261835,14.592528834567052,1.7540694628124869,0.0,2.4242424242424243,450.0,2085.0,0.0,0.7228453803064048,7.33068947032157,4.0,65.0,54.0,58.0,-1,1,4
D:/Data_collection_results\17\wav_clip\_Comfort_Round_2.wav,3,17,2,-542.7589111328125,50.35622024536133,24.35293960571289,20.361146926879883,9.963476181030273,13.429996490478516,13.161355018615723,19.42359161376953,-2.848881959915161,10.201781272888184,5.106973171234131,11.133065223693848,-2.630084991455078,7811.644742057313,6455.000494690487,0.20978023945040603,0.0016868622042238712,7.430352210998535,0.26622222222222225,105.45454545454545,306.36327768821775,226.09473961073118,15.345015781167806,4.160379009238729,0.0,7.272727272727273,450.0,2995.0,0.0,1.6798002294661538,17.503236206148216,5.0,55.0,20.0,44.6,-1,1,4
D:/Data_collection_results\17\wav_clip\_Comfort_Round_3.wav,3,17,3,-561.4833374023438,50.48297882080078,20.63631820678711,18.657217025756836,9.00814437866211,14.035252571105957,11.4564790725708,16.008346557617188,-0.3797624409198761,10.809599876403809,4.684623718261719,10.316455841064453,-0.8673151135444641,7773.138923621174,6490.742474236638,0.19910829194460558,0.0009403774747624993,8.472468376159668,0.2576,110.30303030303031,492.7189215794307,240.48727107784768,15.216578783239779,5.343448257023271,0.0,6.0606060606060606,450.0,2898.0,0.0,1.2819869069312277,22.197272841036817,4.0,68.0,55.0,60.25,-1,1,4
D:/Data_collection_results\17\wav_clip\_Confusion_Round_1.wav,4,17,1,-564.0455932617188,61.2047233581543,21.831274032592773,18.460447311401367,9.089510917663574,12.818864822387695,10.3247652053833,14.955552101135254,1.0329198837280273,9.377087593078613,4.992536544799805,9.533656120300293,-0.787025511264801,7010.672207694903,6527.660175776014,0.14421573647766822,0.0010603565024212003,7.091105937957764,0.2071111111111111,101.81818181818183,334.5059379247015,340.2765507690065,13.033428092426563,4.581239875634348,0.0,1.2121212121212122,450.0,2330.0,0.0,0.667017614901802,18.28950349038217,1.0,231.0,231.0,231.0,-1,-1,3
D:/Data_collection_results\17\wav_clip\_Confusion_Round_2.wav,4,17,2,-564.8142700195312,57.99582290649414,19.441768646240234,17.39547348022461,7.6874589920043945,12.446059226989746,10.850404739379883,14.38676643371582,0.8769305348396301,9.29193115234375,4.700897693634033,9.294034004211426,-0.49002888798713684,7319.340845977239,6518.652682609664,0.16573013341067286,0.000865363865159452,9.398539543151855,0.4200888888888889,112.72727272727273,889.5260797816096,218.04371790643987,12.915208225373343,11.327428958043656,0.0,21.81818181818182,450.0,4726.0,0.0,1.7864884929472902,29.82492380177374,1.0,447.0,447.0,447.0,-1,-1,3
D:/Data_collection_results\17\wav_clip\_Confusion_Round_3.wav,4,17,3,-564.8200073242188,63.541343688964844,21.413848876953125,20.090219497680664,10.5141019821167,13.90942668914795,12.624250411987305,15.256402969360352,2.20772123336792,10.052026748657227,6.144631862640381,10.01289176940918,0.5047869682312012,6759.758350629005,6497.546716110608,0.12786624492459397,0.0011192160891368985,5.312329292297363,0.344,111.51515151515152,474.1828427042137,231.7042503289286,13.59460747859581,7.42780285985691,0.0,14.545454545454547,450.0,3870.0,0.0,1.4482823783491938,21.775739773982735,1.0,428.0,428.0,428.0,-1,-1,3
D:/Data_collection_results\17\wav_clip\_Disgust_Round_1.wav,5,17,1,-521.7977905273438,58.120628356933594,19.275938034057617,15.19874095916748,7.843075752258301,13.360154151916504,14.42690372467041,17.403118133544922,-10.311388969421387,7.980329513549805,9.994033813476562,13.70220947265625,-4.272444725036621,7340.840604199102,6365.416220698998,0.18010893996519722,0.0017791067948564887,12.813763618469238,0.4216,115.15151515151514,650.7847356346858,285.9665989553105,11.565300348229831,11.162251438200004,0.0,20.606060606060606,450.0,4743.0,0.0,5.193601943713302,25.51048285773293,2.0,276.0,72.0,174.0,1,-1,2
D:/Data_collection_results\17\wav_clip\_Disgust_Round_2.wav,5,17,2,-538.3341064453125,60.87190246582031,19.088838577270508,16.046649932861328,5.836740970611572,14.348270416259766,14.479154586791992,16.42397117614746,-5.512246131896973,8.30780029296875,8.943819046020508,13.886033058166504,-3.1982474327087402,7120.747746813809,6412.840949547589,0.16237669353243672,0.0013636423973366618,11.293412208557129,0.30924444444444443,113.93939393939394,372.57573731913976,252.54514142820076,11.988699898558592,7.209707856848908,0.0,10.90909090909091,450.0,3479.0,0.0,3.3339002497131673,19.302221046271846,3.0,155.0,46.0,104.66666666666667,1,-1,2
D:/Data_collection_results\17\wav_clip\_Disgust_Round_3.wav,5,17,3,-540.3912353515625,66.7607192993164,18.961132049560547,15.394700050354004,2.509819507598877,9.126511573791504,11.850951194763184,16.11362648010254,-1.7000861167907715,11.171137809753418,8.771699905395508,10.228456497192383,-4.4872565269470215,6909.781787875061,6354.359931543402,0.15382275503915313,0.0012452867813408375,13.834691047668457,0.5331555555555556,115.15151515151514,583.9077988874604,269.9269930779944,11.544588281298237,10.664555100774292,7.272727272727273,19.393939393939394,450.0,5998.0,0.0,3.9327799149625435,24.164184217296896,2.0,225.0,195.0,210.0,1,-1,2
D:/Data_collection_results\17\wav_clip\_Fear_Round_1.wav,6,17,1,-557.6233520507812,63.09355163574219,24.919322967529297,18.561979293823242,10.3211088180542,13.563502311706543,11.873063087463379,15.768791198730469,-0.09574458003044128,9.84186840057373,4.300176620483398,10.473236083984375,-0.1411721557378769,6983.249660438018,6562.132625839027,0.1358498132975638,0.0011839382350444794,4.909838676452637,0.7229333333333333,112.72727272727273,769.3599444040404,280.1284022225929,14.024916481664462,12.056577987516604,14.545454545454547,31.51515151515152,450.0,8133.0,0.0,1.9669298778430182,27.737338452058452,2.0,314.0,115.0,214.5,1,-1,2
D:/Data_collection_results\17\wav_clip\_Fear_Round_2.wav,6,17,2,-553.1052856445312,57.335113525390625,22.636899948120117,18.279647827148438,7.26098108291626,9.579878807067871,12.144207000732422,17.475866317749023,-1.2381563186645508,9.210031509399414,5.0552802085876465,9.535106658935547,-2.4265177249908447,7386.71281081293,6531.120777104216,0.16951516277552203,0.0011106448946520686,6.484811782836914,0.648,112.72727272727273,498.6951822323799,230.49821357009412,15.448108867804185,8.230115346144942,12.121212121212121,25.454545454545453,450.0,7290.0,0.0,2.3907673618141327,22.331484102772478,3.0,243.0,6.0,133.33333333333334,1,-1,2
D:/Data_collection_results\17\wav_clip\_Fear_Round_3.wav,6,17,3,-553.6475219726562,58.5942497253418,21.435049057006836,17.564252853393555,6.332120418548584,10.49105453491211,11.310189247131348,16.1353759765625,-0.13561028242111206,9.023621559143066,4.259788513183594,9.001800537109375,-2.6852805614471436,7361.306476625056,6474.592750841426,0.16969019630945475,0.0011575778480619192,9.851198196411133,0.5749333333333333,111.51515151515152,473.1109719550612,243.5453456815031,14.294442672775668,8.058394270231448,7.272727272727273,21.818181818181817,450.0,6468.0,0.0,2.136140919214416,21.75111426927506,7.0,266.0,4.0,60.714285714285715,1,-1,2
D:/Data_collection_results\17\wav_clip\_Happiness_Round_1.wav,7,17,1,-542.8975219726562,63.57292175292969,30.019269943237305,20.82649803161621,9.825943946838379,14.695111274719238,12.357632637023926,15.933188438415527,1.205410361289978,10.33968734741211,5.639997959136963,10.655757904052734,0.5875347852706909,6419.0426833797865,6465.891277020848,0.09179574209686775,0.004061257466673851,2.938202381134033,0.0472,95.75757575757576,56.60051748007573,258.5932492883286,13.220008133387557,1.7295712747360386,0.0,0.0,450.0,531.0,0.0,1.671593439967605,7.523331541283803,24.0,4.0,1.0,2.3333333333333335,1,1,1
D:/Data_collection_results\17\wav_clip\_Happiness_Round_2.wav,7,17,2,-525.144287109375,70.62394714355469,26.631698608398438,17.28821563720703,6.890984058380127,12.827375411987305,11.661914825439453,13.908276557922363,-3.250725507736206,7.159004211425781,4.461297035217285,8.870347023010254,-2.7433178424835205,6483.324979117579,6454.662629596522,0.10633485444460557,0.004290340468287468,6.697969913482666,0.09413333333333333,113.93939393939394,114.7637369248036,190.76071143085534,12.207673860911271,2.828187102956267,0.0,0.0,450.0,1059.0,0.0,2.4341769588985627,10.712783808366693,25.0,8.0,1.0,3.72,1,1,1
D:/Data_collection_results\17\wav_clip\_Happiness_Round_3.wav,7,17,3,-534.506591796875,64.47212982177734,30.005569458007812,21.710407257080078,10.409660339355469,14.723986625671387,12.951517105102539,14.825712203979492,-0.643966555595398,9.38176155090332,4.4105939865112305,8.915375709533691,-1.8094598054885864,6440.080127988363,6486.962577816204,0.09192942466647332,0.00462696049362421,3.674022674560547,0.09466666666666666,107.87878787878788,88.04380048004174,235.16869134197378,10.252224434242068,2.8869931171268184,0.0,1.2121212121212122,450.0,1065.0,0.0,2.935870959033543,9.383165802651137,30.0,4.0,1.0,2.7,1,1,1
D:/Data_collection_results\17\wav_clip\_Sadness_Round_1.wav,8,17,1,-556.6104736328125,58.06511306762695,23.663482666015625,19.847257614135742,9.815482139587402,12.749051094055176,10.746426582336426,16.109010696411133,-0.23839682340621948,9.848773956298828,4.709627151489258,10.743023872375488,-0.9124951362609863,7218.028788089371,6538.359073728581,0.15382785310324826,0.0012594311265274882,4.501562118530273,0.2920888888888889,104.24242424242425,317.71902500724417,180.8695177654715,15.451769810151314,5.252469395415153,0.0,8.484848484848484,450.0,3286.0,0.0,1.2306944725652966,17.824674611539034,4.0,204.0,13.0,87.5,-1,-1,3
D:/Data_collection_results\17\wav_clip\_Sadness_Round_2.wav,8,17,2,-548.1997680664062,57.39419174194336,21.453351974487305,17.131202697753906,7.934691429138184,10.480744361877441,11.754358291625977,13.23322582244873,-1.159218192100525,7.445194244384766,5.7956109046936035,8.16610050201416,-0.9201189875602722,7241.533020135325,6483.438915399125,0.15928115522811181,0.002881386550143361,8.31149959564209,0.42106666666666664,112.72727272727273,779.922076039588,237.2676749973711,14.101399745288422,8.110802310380198,0.0,31.51515151515152,450.0,4737.0,0.0,1.8703921171627182,27.927084990016198,3.0,153.0,42.0,97.33333333333333,-1,-1,3
D:/Data_collection_results\17\wav_clip\_Sadness_Round_3.wav,8,17,3,-556.4678344726562,55.023197174072266,20.792255401611328,17.867273330688477,7.584661960601807,14.166231155395508,11.3321533203125,14.047816276550293,-1.818486213684082,9.531194686889648,4.584114074707031,9.795462608337402,-1.3795276880264282,7469.9510009799715,6455.2939986757965,0.1884068889573666,0.0012242707889527082,11.098638534545898,0.4304,115.15151515151514,877.2846263622079,284.1852802016349,13.2337367156689,8.350663201996092,2.4242424242424243,27.87878787878788,450.0,4842.0,0.0,1.9571033272592293,29.618990974748073,3.0,112.0,86.0,100.33333333333333,-1,-1,3
D:/Data_collection_results\17\wav_clip\_Surprise_Round_1.wav,9,17,1,-522.938232421875,50.96892166137695,28.1370906829834,16.699974060058594,6.554862976074219,10.641620635986328,12.631826400756836,15.931045532226562,-3.9437496662139893,9.88309383392334,5.610001087188721,9.340179443359375,-3.9618546962738037,7924.315121088294,6284.687113495469,0.22188417651537123,0.004311664495617151,7.917990684509277,0.5814222222222222,116.36363636363637,1542.3616330676464,287.9759929557348,14.874825881195758,14.125446772806294,18.181818181818183,73.93939393939394,450.0,6541.0,0.0,5.376634946345414,39.272912205076494,8.0,270.0,2.0,43.625,1,1,1
D:/Data_collection_results\17\wav_clip\_Surprise_Round_2.wav,9,17,2,-504.9580993652344,50.210689544677734,34.433624267578125,18.835865020751953,6.699869632720947,11.086490631103516,17.588926315307617,21.90300941467285,-5.511971950531006,11.60478687286377,7.699791431427002,11.340079307556152,-6.349351406097412,8091.389201369241,6311.222341797384,0.22660555031902552,0.003216370241716504,5.555347919464111,0.5397333333333333,115.15151515151514,825.6157655067398,276.3284389111461,13.411665311639844,12.7803906604822,9.696969696969697,33.93939393939394,450.0,6072.0,0.0,6.948127151245192,28.73353033490211,7.0,128.0,3.0,45.0,1,1,1
D:/Data_collection_results\17\wav_clip\_Surprise_Round_3.wav,9,17,3,-532.1423950195312,51.67709732055664,27.742464065551758,18.706274032592773,8.327210426330566,12.592086791992188,13.881144523620605,17.384864807128906,-3.588602066040039,8.926416397094727,5.885200500488281,10.150904655456543,-3.037529945373535,7718.954803290221,6338.921899302281,0.1971732933947216,0.0025055082514882088,7.398087978363037,0.5823111111111111,113.93939393939394,893.9820658561371,197.68395945952076,13.321019593959775,12.365847959937055,10.90909090909091,37.57575757575758,450.0,6551.0,0.0,5.588715664439495,29.899532870199444,11.0,202.0,3.0,33.09090909090909,1,1,1
D:/Data_collection_results\18\wav_clip\_Anger_Round_1.wav,0,18,1,-462.4064636230469,93.29935455322266,13.546845436096191,8.293789863586426,2.2010600566864014,10.104329109191895,15.544899940490723,13.194961547851562,-13.620627403259277,2.5449366569519043,7.502241611480713,8.81082534790039,-4.2660417556762695,5289.588377699882,5889.5691887450475,0.08247194931844548,0.013354449532926083,10.659086227416992,0.05102222222222222,120.0,161.6076539891593,283.5464377450317,14.98968050110405,3.3949256722529615,0.0,0.0,450.0,574.0,0.0,3.352825293320782,12.712499911078044,28.0,3.0,1.0,1.8214285714285714,1,-1,2
D:/Data_collection_results\18\wav_clip\_Anger_Round_2.wav,0,18,2,-459.5677795410156,63.36422348022461,31.2777042388916,13.86937427520752,5.676815986633301,15.955737113952637,15.673508644104004,16.704605102539062,-12.057609558105469,6.814258098602295,8.158731460571289,11.18452262878418,-3.766934633255005,6934.682308322616,6205.8834248870435,0.14385150812064965,0.012184035032987595,5.635890483856201,0.12862222222222222,113.81443298969072,218.61520469602388,245.4266005345147,15.584691690944547,4.663283625744153,0.0,0.0,450.0,1447.0,0.0,4.519954997359539,14.785641842545216,28.0,17.0,1.0,3.7857142857142856,1,-1,2
D:/Data_collection_results\18\wav_clip\_Anger_Round_3.wav,0,18,3,-524.2796630859375,76.09835052490234,21.14900016784668,13.553776741027832,6.439328670501709,14.19536018371582,13.69789981842041,13.772769927978516,-4.735437393188477,6.2152838706970215,5.443314075469971,9.517169952392578,-2.2658379077911377,6240.72372132726,6369.5129149443665,0.10933138322940836,0.004679815843701363,8.563711166381836,0.05368888888888889,116.28865979381443,139.61085020724838,302.3407077456075,14.921455085374905,2.7574849005521544,0.0,0.0,450.0,604.0,0.0,2.602511882074714,11.815703542627006,17.0,5.0,1.0,2.7058823529411766,1,-1,2
D:/Data_collection_results\18\wav_clip\_Attention_Round_1.wav,1,18,1,-560.4945068359375,64.21512603759766,23.651121139526367,18.204652786254883,7.972658157348633,14.246599197387695,10.477725982666016,13.369754791259766,2.44387149810791,8.545989990234375,3.566516637802124,8.452704429626465,0.5537658333778381,6909.905263257527,6545.976620626667,0.12200743637616009,0.00126903026830405,5.720386505126953,0.05795555555555556,115.05154639175258,121.75643524209683,260.3095260982409,12.168941651446698,2.183262073367123,0.0,0.0,450.0,652.0,0.0,1.023415149358253,11.034329850158406,13.0,27.0,1.0,5.6923076923076925,0,0,0
D:/Data_collection_results\18\wav_clip\_Attention_Round_2.wav,1,18,2,-551.0481567382812,62.92177200317383,23.68976593017578,18.581010818481445,9.032755851745605,14.094411849975586,9.898297309875488,12.084648132324219,-1.3281482458114624,7.774463176727295,3.03674054145813,8.481074333190918,-1.2406413555145264,7103.66844778589,6539.509098656186,0.1336372534802784,0.0016551659209653735,7.891386032104492,0.11653333333333334,113.81443298969072,284.5220745905221,286.19322276577975,14.836272521178858,3.967293680709194,0.0,0.0,450.0,1311.0,0.0,1.373884692214084,16.867782147944705,24.0,30.0,1.0,7.25,0,0,0
D:/Data_collection_results\18\wav_clip\_Attention_Round_3.wav,1,18,3,-554.7466430664062,62.4739990234375,27.391422271728516,21.134937286376953,10.545205116271973,16.828367233276367,11.967230796813965,16.796159744262695,3.416537046432495,11.353402137756348,4.714761734008789,10.29697036743164,0.27446767687797546,6775.349517977241,6508.200834551579,0.09435836898201856,0.0018473288509994745,2.000148057937622,0.1623111111111111,112.57731958762886,407.3605184210863,236.2139154000236,9.4563744550489,5.124913857410526,0.0,0.0,450.0,1826.0,0.0,2.684398319289142,20.183174141375442,26.0,30.0,3.0,6.6923076923076925,0,0,0
D:/Data_collection_results\18\wav_clip\_Calmimg_Round_1.wav,2,18,1,-553.263427734375,49.41769790649414,20.869951248168945,18.319963455200195,7.481317520141602,12.914361953735352,11.102888107299805,17.77937889099121,-2.415325164794922,10.425520896911621,4.624868392944336,10.01379680633545,-2.604635000228882,7865.941194364235,6436.228532916618,0.2035775948013341,0.0011442221002653241,9.830716133117676,0.31146666666666667,113.81443298969072,725.5279989608058,231.04553101594007,13.77527174956789,8.922664846768656,0.0,16.082474226804123,450.0,3504.0,0.0,3.200293894794848,26.93562694575357,10.0,36.0,8.0,28.1,-1,1,4
D:/Data_collection_results\18\wav_clip\_Calmimg_Round_2.wav,2,18,2,-534.2855834960938,39.570350646972656,24.794286727905273,17.575761795043945,5.176172733306885,12.882204055786133,11.929739952087402,20.69198226928711,-4.230827331542969,10.4678373336792,5.156066417694092,9.864860534667969,-3.874436855316162,8536.121462297297,6217.294151655546,0.2726065155524942,0.0017130266642197967,11.514488220214844,0.24284444444444445,106.39175257731958,515.0849476305665,269.71942577165953,15.474145787098086,6.680409965259377,0.0,4.948453608247423,450.0,2732.0,0.0,3.4859596353867706,22.69548297857013,15.0,45.0,1.0,15.6,-1,1,4
D:/Data_collection_results\18\wav_clip\_Calmimg_Round_3.wav,2,18,3,-527.7508544921875,35.28676223754883,32.71536636352539,19.21282958984375,9.57931900024414,16.048847198486328,15.397808074951172,23.060665130615234,-3.2172234058380127,15.050415992736816,7.802343368530273,13.265294075012207,-2.739748954772949,8694.826292886943,6217.832289709228,0.2472334505510441,0.002262926660478115,0.7753829956054688,0.3574222222222222,108.8659793814433,583.9212369433521,245.71267356930733,14.691363672846938,8.289816964345544,0.0,17.31958762886598,450.0,4021.0,0.0,4.779280416963239,24.164462273002314,4.0,248.0,18.0,84.25,-1,1,4
D:/Data_collection_results\18\wav_clip\_Comfort_Round_1.wav,3,18,1,-547.3074340820312,42.32421875,24.92521095275879,18.945106506347656,8.026901245117188,12.686162948608398,11.0947904586792,19.075536727905273,-3.554743528366089,11.839396476745605,5.031976222991943,10.86540412902832,-3.71389102935791,8406.115835790706,6333.419032126602,0.2577275322650812,0.0012679769424721599,7.752172946929932,0.35804444444444444,110.10309278350515,546.0692913302394,263.6843861173501,14.655761758775023,8.90524701934373,0.0,18.556701030927837,450.0,4028.0,0.0,4.020480793515946,23.36812554164838,8.0,158.0,15.0,38.625,-1,1,4
D:/Data_collection_results\18\wav_clip\_Comfort_Round_2.wav,3,18,2,-521.9398803710938,29.028352737426758,27.16451072692871,17.50425910949707,3.547759771347046,14.140837669372559,12.823919296264648,23.44939613342285,-9.003728866577148,11.958748817443848,5.692404747009277,11.037186622619629,-5.425157070159912,9318.740133508736,6040.164379144356,0.3619574526899652,0.001672543352469802,13.665194511413574,0.43075555555555556,110.10309278350515,597.6938941437159,237.99109565982127,13.986574783403299,9.75128609773349,0.0,24.74226804123711,450.0,4846.0,0.0,5.212297660321907,24.447778920460564,4.0,231.0,14.0,90.75,-1,1,4
D:/Data_collection_results\18\wav_clip\_Comfort_Round_3.wav,3,18,3,-548.31201171875,49.23867416381836,24.202205657958984,18.001169204711914,7.510708332061768,14.379525184631348,12.743443489074707,20.764387130737305,-2.0469913482666016,12.72929573059082,5.472937107086182,10.505660057067871,-1.6008347272872925,7910.46124427537,6417.511885064907,0.20615041781467516,0.0012501284945756197,5.4699015617370605,0.2200888888888889,111.34020618556701,565.9957951514035,254.50678159190076,14.224738301485285,6.828462274423231,0.0,1.2371134020618557,450.0,2476.0,0.0,3.134387987050261,23.790666135091794,11.0,28.0,17.0,22.727272727272727,-1,1,4
D:/Data_collection_results\18\wav_clip\_Confusion_Round_1.wav,4,18,1,-562.498779296875,59.29115295410156,20.87188148498535,18.477096557617188,8.571934700012207,12.25910758972168,10.473453521728516,14.657783508300781,-0.09006471931934357,8.766327857971191,4.054732322692871,8.48686695098877,-1.3739426136016846,7255.893270732291,6512.807514273213,0.16720800554669374,0.0008894031052477658,8.363970756530762,0.20542222222222223,115.05154639175258,431.99074760175233,263.0258819409997,16.01470631145867,5.516928321079234,0.0,0.0,450.0,2311.0,0.0,1.8691708952310981,20.78438711152562,10.0,43.0,15.0,28.6,-1,-1,3
D:/Data_collection_results\18\wav_clip\_Confusion_Round_2.wav,4,18,2,-562.0728759765625,56.59490966796875,20.852514266967773,18.141414642333984,8.408650398254395,12.01832389831543,10.119636535644531,15.156320571899414,-0.64219731092453,8.89050006866455,3.8632688522338867,8.956854820251465,-1.1237376928329468,7466.739245134205,6505.47611250979,0.17970052838602088,0.0008851202437654138,9.593670845031738,0.21813333333333335,113.81443298969072,426.69855714240504,255.42503387440203,16.677764565992863,5.868115875382886,0.0,1.2371134020618557,450.0,2454.0,0.0,2.2994328748880672,20.656683110857973,11.0,37.0,6.0,25.90909090909091,-1,-1,3
D:/Data_collection_results\18\wav_clip\_Confusion_Round_3.wav,4,18,3,-559.836181640625,62.094337463378906,20.015153884887695,15.734086990356445,7.102981090545654,12.845335960388184,13.467534065246582,17.222625732421875,1.6170430183410645,9.383520126342773,3.7318170070648193,9.100452423095703,0.6538376212120056,7075.368792881546,6501.745988834696,0.1473091284802784,0.001008449005894363,6.7818193435668945,0.19502222222222224,108.8659793814433,314.7477389260872,239.54790969899665,14.35076923076923,4.951542789738513,0.0,1.2371134020618557,450.0,2194.0,0.0,1.8206782540812343,17.74113127526222,12.0,42.0,7.0,21.25,-1,-1,3
D:/Data_collection_results\18\wav_clip\_Disgust_Round_1.wav,5,18,1,-475.5495300292969,73.79711151123047,18.71244239807129,10.26278018951416,8.6718168258667,13.369678497314453,16.963720321655273,13.579829216003418,-8.606788635253906,4.948000907897949,11.040229797363281,9.660670280456543,-1.676701307296753,6104.520681774302,6238.2625525210515,0.10247675282772621,0.016918379813432693,9.782713890075684,0.06,117.52577319587628,150.7451824661494,239.89507307254752,15.81801872757504,2.6198005071710053,0.0,0.0,450.0,675.0,0.0,2.728702959612426,12.277832971096707,14.0,5.0,1.0,3.5,1,-1,2
D:/Data_collection_results\18\wav_clip\_Disgust_Round_2.wav,5,18,2,-541.6436157226562,65.28954315185547,24.88681411743164,18.073558807373047,9.053813934326172,14.032069206237793,12.056021690368652,13.189044952392578,-1.122314453125,6.241146564483643,3.831008195877075,8.368020057678223,-0.3735387623310089,6863.981340854387,6503.785713889721,0.13506697723317865,0.0035287446808069944,7.863746643066406,0.03991111111111111,112.57731958762886,56.216368554173904,260.4420499818906,14.131745744295543,1.4651717972443181,0.0,0.0,450.0,449.0,0.0,1.6319977957890388,7.497757568378288,10.0,8.0,1.0,3.8,1,-1,2
D:/Data_collection_results\18\wav_clip\_Disgust_Round_3.wav,5,18,3,-516.6715698242188,59.51524353027344,25.778091430664062,14.54532527923584,6.996456623077393,14.801708221435547,12.533270835876465,13.997596740722656,-6.463956832885742,6.733025550842285,5.6512017250061035,10.126548767089844,-1.3351095914840698,7224.103244638109,6391.969456718644,0.1557458581061485,0.005254809744656086,7.447688102722168,0.05617777777777778,111.34020618556701,112.53118666506062,263.8675320529872,14.794009682396128,2.567697852137312,0.0,0.0,450.0,632.0,0.0,2.713163272334856,10.608071769415053,18.0,5.0,1.0,3.2777777777777777,1,-1,2
