audio_path,emotion_id,pn,round,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,zero_crossing_rate,rmse,pitch,mean_pressure,max_pressure,pressure_variance,center_of_pressure_x,center_of_pressure_y,pressure_gradient,median_force,iqr_force,touch_duration,contact_area,min_force,rate_of_pressure_change,pressure_std,num_touches,max_touch_duration,min_touch_duration,mean_duration,arousal_class,valence_class,quadrant
D:/Data_collection_results\10\wav_clip\_Anger_Round_3.wav,0,10,3,-561.8682861328125,57.89625930786133,18.173124313354492,13.482290267944336,5.448056221008301,10.621394157409668,9.41223430633545,11.144503593444824,-1.6255863904953003,6.400424480438232,2.216289520263672,8.614710807800293,-0.7763418555259705,7308.769107481264,6474.686427625601,0.17025211626305103,0.0016163308173418045,16.45838737487793,0.23626666666666668,70.9090909090909,86.03593412264055,238.35786414278795,8.045794984536276,3.4699890768527695,0.0,3.6363636363636367,450.0,2658.0,0.0,0.5766349463454141,9.275555731202338,9.0,59.0,5.0,29.333333333333332,1,-1,2
D:/Data_collection_results\10\wav_clip\_Attention_Round_1.wav,1,10,1,-563.3080444335938,52.05579376220703,19.585290908813477,17.234861373901367,8.539175987243652,11.913003921508789,9.42021656036377,11.577439308166504,-0.7250555753707886,8.365694046020508,2.1330926418304443,8.326409339904785,-0.3295127749443054,7631.867402905025,6512.6055748168565,0.17908592843677495,0.0015394355868920684,18.07059669494629,0.08871111111111112,83.63636363636364,24.16974544801551,220.43951839765953,7.748396534263532,1.565387378916784,0.0,0.0,450.0,998.0,0.0,0.5682121887021664,4.9162735326683675,18.0,23.0,1.0,8.38888888888889,0,0,0
D:/Data_collection_results\10\wav_clip\_Attention_Round_2.wav,1,10,2,-560.8258666992188,53.4713249206543,17.275501251220703,13.343571662902832,7.124673843383789,12.460063934326172,10.54086685180664,12.506425857543945,-0.22663408517837524,7.878729343414307,1.910556674003601,8.0045804977417,-0.5283796191215515,7569.350533951355,6520.719642754299,0.16125120087732017,0.0014450157759711146,16.0754337310791,0.09804444444444445,52.72727272727273,29.44971418263443,256.3191672237608,10.315442651131697,1.7682273820656755,0.0,0.0,450.0,1103.0,0.0,0.5620570965782548,5.426759086474581,22.0,34.0,1.0,6.863636363636363,0,0,0
D:/Data_collection_results\10\wav_clip\_Attention_Round_3.wav,1,10,3,-566.2843627929688,52.897254943847656,17.842945098876953,16.707094192504883,7.572462558746338,11.003435134887695,9.833212852478027,11.152544975280762,-0.5376002192497253,7.166164398193359,1.6596251726150513,8.111616134643555,-0.8401904702186584,7593.964386281708,6534.596138157897,0.1716665458236659,0.0011857806239277124,16.4318790435791,0.07804444444444444,92.72727272727272,53.13717375777983,263.52590909090907,9.647727272727273,2.0308110890339366,0.0,0.0,450.0,878.0,0.0,0.8212188702166431,7.289524933613975,22.0,26.0,1.0,6.045454545454546,0,0,0
D:/Data_collection_results\10\wav_clip\_Calmimg_Round_1.wav,2,10,1,-571.4562377929688,48.38154220581055,17.236608505249023,15.666894912719727,7.454289436340332,10.395867347717285,7.8985466957092285,10.734021186828613,-0.3083799183368683,8.20119857788086,1.2351205348968506,8.026232719421387,-0.16177263855934143,8046.964392099542,6515.087063992851,0.2238004821635731,0.0009316544746980071,23.90912628173828,0.15875555555555557,67.27272727272727,63.01362962309969,246.46492192654497,10.775951176599955,2.6455357156967962,0.0,1.8181818181818183,450.0,1786.0,0.0,0.6044948370115408,7.938112472313534,12.0,39.0,9.0,18.666666666666668,-1,1,4
D:/Data_collection_results\10\wav_clip\_Calmimg_Round_2.wav,2,10,2,-562.1875610351562,53.778053283691406,16.671937942504883,12.073147773742676,4.792878150939941,11.150797843933105,10.476754188537598,12.963595390319824,-1.4444063901901245,6.234558582305908,1.1114674806594849,7.827063083648682,-0.41728004813194275,7621.23656145105,6472.4674076592555,0.18825559978243672,0.0012068147771060467,18.10942840576172,0.2104888888888889,87.27272727272728,72.35469187878788,219.73877533193567,9.012054507337526,3.291221350011523,0.0,1.8181818181818183,450.0,2368.0,0.0,0.5040696497266653,8.50615611653042,9.0,61.0,1.0,26.666666666666668,-1,1,4
D:/Data_collection_results\10\wav_clip\_Calmimg_Round_3.wav,2,10,3,-574.192138671875,49.61228942871094,15.293340682983398,14.262140274047852,6.016116619110107,9.953458786010742,8.511933326721191,11.362397193908691,0.3514938950538635,8.051981925964355,1.6802064180374146,8.259455680847168,0.14400044083595276,7890.355830337409,6513.376540577724,0.2135556391386311,0.0007785084308125079,20.39864158630371,0.11013333333333333,70.9090909090909,35.34485052545659,220.23889125799573,13.319061833688696,1.9722925787926884,0.0,0.0,450.0,1239.0,0.0,0.45450496051832356,5.945153532538633,9.0,33.0,8.0,21.11111111111111,-1,1,4
D:/Data_collection_results\10\wav_clip\_Comfort_Round_1.wav,3,10,1,-574.909423828125,48.93667984008789,16.242380142211914,16.04704475402832,7.3395867347717285,10.58444881439209,8.092660903930664,10.244555473327637,0.6084662675857544,7.749921798706055,1.3318015336990356,7.437392234802246,0.3977574110031128,7911.281643264099,6523.264807414319,0.21238365084831787,0.0009386873571202159,24.825796127319336,0.21582222222222222,87.27272727272728,93.70030098806242,258.54614087529706,8.504905342224266,3.632422804017037,0.0,3.6363636363636367,450.0,2428.0,0.0,0.4998582709050416,9.67989157935472,8.0,37.0,28.0,31.625,-1,1,4
D:/Data_collection_results\10\wav_clip\_Comfort_Round_2.wav,3,10,2,-564.8096923828125,53.24711608886719,18.519981384277344,15.149690628051758,7.126086235046387,11.5598783493042,9.83897590637207,11.8504638671875,-0.9969697594642639,6.739755153656006,0.9860146045684814,7.767608642578125,-0.8559437990188599,7634.308508181448,6495.824312006486,0.18135796566850348,0.0012805518927052617,20.767972946166992,0.19395555555555555,92.72727272727272,50.86346249403124,250.72436427822828,9.915770312758564,2.629665657422068,0.0,1.8181818181818183,450.0,2182.0,0.0,0.6326786798947155,7.131862484234482,10.0,118.0,5.0,32.2,-1,1,4
D:/Data_collection_results\10\wav_clip\_Comfort_Round_3.wav,3,10,3,-567.0882568359375,50.54804229736328,18.29840660095215,15.299817085266113,6.962113857269287,10.28291130065918,9.04757308959961,11.334478378295898,-0.27896368503570557,7.559290409088135,1.58543860912323,8.048060417175293,-0.4769347012042999,7801.534976702004,6508.755554581534,0.19661137344112528,0.0014545429730787873,20.03310775756836,0.1752,72.72727272727273,84.93031645913683,228.31165939658302,10.98209741912032,3.472324226803982,0.0,0.0,450.0,1971.0,0.0,0.6997367888236486,9.21576456183299,13.0,36.0,4.0,15.538461538461538,-1,1,4
D:/Data_collection_results\10\wav_clip\_Confusion_Round_1.wav,4,10,1,-581.8876953125,48.201019287109375,14.295953750610352,15.71258544921875,7.62844181060791,10.662158012390137,6.679296970367432,8.797783851623535,0.9465107917785645,6.980886936187744,1.0484414100646973,6.63020133972168,0.7452839612960815,7968.364976703252,6517.590001241897,0.22431887856012658,0.0006742093828506768,29.10300064086914,0.10142222222222222,56.36363636363637,28.05889125762677,198.04006863140896,7.965280581348405,1.2969348023543807,0.0,0.0,450.0,1141.0,0.0,0.1836809070662077,5.297064399988617,7.0,75.0,1.0,33.42857142857143,-1,-1,3
